movieId,id
204,3512.0
205,52856.0
206,77350.0
207,9560.0
208,9804.0
209,31611.0
211,49805.0
213,50797.0
214,19155.0
215,76.0
216,11017.0
217,37141.0
218,9382.0
219,6715.0
220,18256.0
222,22625.0
223,2292.0
224,1909.0
225,8984.0
227,4954.0
228,62488.0
229,10531.0
230,11929.0
231,8467.0
232,10451.0
233,20156.0
234,18395.0
235,522.0
236,397.0
237,10525.0
238,27985.0
239,15789.0
240,27303.0
241,21183.0
242,10954.0
243,47867.0
244,43475.0
245,72031.0
246,14275.0
247,1024.0
248,17207.0
249,13701.0
250,14819.0
251,32631.0
252,11777.0
253,628.0
254,87729.0
255,18713.0
256,6280.0
257,9061.0
258,37108.0
259,6071.0
260,11.0
261,9587.0
262,19101.0
263,49980.0
264,17961.0
265,18183.0
266,4476.0
267,11008.0
268,47504.0
269,32325.0
270,43742.0
271,28313.0
272,11318.0
273,3036.0
274,40490.0
275,24070.0
276,8986.0
277,10510.0
278,17402.0
279,38722.0
280,8438.0
281,11593.0
282,1945.0
283,39310.0
285,56428.0
287,131957.0
288,241.0
289,9058.0
290,527.0
291,18220.0
292,6950.0
293,101.0
294,63020.0
295,2307.0
296,680.0
299,40156.0
300,11450.0
301,30304.0
302,10452.0
303,12106.0
304,161495.0
305,3586.0
306,110.0
307,108.0
308,109.0
309,159185.0
312,28033.0
313,22586.0
314,14334.0
315,2636.0
316,2164.0
317,11395.0
318,278.0
319,9905.0
320,87078.0
321,12527.0
322,20306.0
324,36614.0
325,27993.0
326,31439.0
327,9067.0
328,9059.0
329,193.0
330,25066.0
331,46797.0
332,12122.0
333,11381.0
334,32636.0
335,36141.0
336,95963.0
337,1587.0
338,9271.0
339,2064.0
340,19855.0
341,60855.0
342,236.0
343,48287.0
344,3049.0
345,2759.0
346,12635.0
347,10497.0
348,11382.0
349,9331.0
350,10731.0
351,10464.0
352,34152.0
353,9495.0
354,29973.0
355,888.0
356,13.0
357,712.0
358,16295.0
360,10879.0
361,10660.0
362,10714.0
363,41647.0
364,8587.0
365,1689.0
366,11596.0
367,854.0
368,9359.0
369,23333.0
370,36593.0
371,12280.0
372,2788.0
373,10427.0
374,11011.0
375,49803.0
376,8987.0
377,1637.0
378,15128.0
379,8831.0
380,36955.0
381,10449.0
382,10395.0
383,12160.0
384,40480.0
387,26352.0
388,39953.0
389,41580.0
390,315.0
391,22067.0
392,18242.0
393,11667.0
401,226229.0
405,8011.0
407,2654.0
408,18069.0
409,19092.0
410,2758.0
412,10436.0
413,13595.0
414,46094.0
415,9409.0
416,11853.0
417,16771.0
418,46924.0
419,11041.0
420,306.0
421,14522.0
422,26203.0
423,178.0
424,19819.0
425,57834.0
426,4722.0
427,18215.0
428,1607.0
429,26391.0
431,6075.0
432,11310.0
433,18658.0
434,9350.0
435,9612.0
436,2124.0
437,26261.0
438,19176.0
439,49299.0
440,11566.0
441,9571.0
442,9739.0
443,24257.0
444,34444.0
445,26141.0
446,10997.0
447,50463.0
448,10443.0
449,20239.0
450,16297.0
451,18551.0
452,25440.0
453,9024.0
454,37233.0
455,1634.0
456,13815.0
457,5503.0
458,35588.0
459,2087.0
460,41579.0
461,18620.0
463,4916.0
464,2019.0
465,31642.0
466,9255.0
467,26271.0
468,10612.0
469,2259.0
470,16097.0
471,11934.0
472,106143.0
473,12475.0
474,9386.0
475,7984.0
476,59930.0
477,15765.0
479,6.0
480,329.0
481,10909.0
482,507.0
483,34024.0
484,29918.0
485,9593.0
486,42580.0
487,22317.0
488,1413.0
489,12121.0
490,2246.0
491,10502.0
492,10440.0
493,9516.0
494,2320.0
495,5879.0
496,83718.0
497,11971.0
498,2625.0
499,31911.0
500,788.0
501,21450.0
502,11231.0
504,10447.0
505,31586.0
506,9300.0
507,9559.0
508,9800.0
509,713.0
510,8291.0
511,18133.0
512,25557.0
513,22588.0
514,10872.0
515,1245.0
516,11858.0
517,7007.0
518,10467.0
519,5550.0
520,8005.0
521,2088.0
522,10412.0
523,47889.0
524,14534.0
526,41878.0
527,424.0
528,35233.0
529,14291.0
531,11236.0
532,11592.0
533,8850.0
534,10445.0
535,695.0
536,43535.0
537,12519.0
538,23210.0
539,858.0
540,867.0
541,78.0
542,13203.0
543,10442.0
544,11074.0
546,9607.0
547,17585.0
548,9057.0
549,20967.0
550,10635.0
551,9479.0
552,10057.0
553,11969.0
554,41590.0
555,319.0
556,26408.0
558,15139.0
559,161158.0
561,85247.0
562,11446.0
563,51980.0
564,24405.0
565,11655.0
567,8223.0
568,14587.0
569,31504.0
571,53185.0
573,23637.0
574,17600.0
575,10897.0
577,21352.0
580,37345.0
581,32562.0
582,47507.0
585,9066.0
586,771.0
587,251.0
588,812.0
589,280.0
590,581.0
592,268.0
593,274.0
594,408.0
595,10020.0
596,10895.0
597,114.0
599,576.0
600,15477.0
603,30528.0
605,7300.0
606,10824.0
608,275.0
609,25059.0
610,11827.0
611,8766.0
612,23570.0
613,47333.0
614,54850.0
615,51242.0
616,10112.0
617,4307.0
619,32308.0
620,88893.0
621,52873.0
626,28121.0
627,12520.0
628,1592.0
630,36447.0
631,19042.0
632,38884.0
633,47449.0
635,41852.0
637,9099.0
638,2021.0
639,61752.0
640,10988.0
647,10684.0
648,954.0
650,18989.0
651,10801.0
653,8840.0
656,11107.0
659,10363.0
661,10539.0
662,10543.0
663,18414.0
664,47502.0
665,11902.0
667,25087.0
668,5801.0
670,896.0
671,3065.0
673,2300.0
674,8069.0
678,27768.0
679,221917.0
680,8072.0
681,35797.0
685,33245.0
687,124460.0
688,27281.0
690,105045.0
690,105045.0
690,105045.0
690,105045.0
690,105045.0
690,105045.0
690,105045.0
690,105045.0
691,40001.0
692,29621.0
694,20762.0
695,37144.0
696,48260.0
697,12656.0
698,38867.0
700,25969.0
702,753.0
703,43634.0
704,9103.0
705,90214.0
707,10990.0
708,8866.0
709,12233.0
710,23449.0
711,36355.0
714,922.0
715,11876.0
718,11687.0
719,9304.0
722,73183.0
724,9100.0
725,20759.0
726,46063.0
728,32513.0
731,36915.0
733,9802.0
735,21588.0
736,664.0
737,11867.0
741,9323.0
742,10280.0
743,10535.0
745,532.0
746,26744.0
747,16299.0
748,10547.0
750,935.0
753,41007.0
754,35645.0
755,110465.0
756,255546.0
757,40751.0
759,85778.0
760,11101.0
761,9826.0
762,9879.0
764,22621.0
765,7095.0
766,26890.0
767,46732.0
775,41225.0
778,627.0
779,32872.0
780,602.0
781,14553.0
782,9566.0
783,10545.0
784,9894.0
785,11543.0
786,9268.0
787,52059.0
788,9327.0
793,124306.0
798,11228.0
799,10779.0
800,26748.0
801,38223.0
802,9294.0
803,49963.0
804,11363.0
805,1645.0
806,31546.0
808,36344.0
809,18550.0
810,11511.0
813,34170.0
816,124645.0
818,12606.0
820,35206.0
824,12632.0
828,18975.0
829,11962.0
830,2925.0
831,28628.0
832,3595.0
833,9308.0
834,92381.0
835,18555.0
836,12123.0
837,10830.0
838,3573.0
839,10546.0
840,18862.0
841,31417.0
842,9431.0
844,297645.0
845,48144.0
846,46986.0
848,47907.0
849,10061.0
850,36266.0
851,549.0
852,10478.0
854,116690.0
858,238.0
861,11134.0
864,132641.0
864,132641.0
864,132641.0
864,132641.0
864,132641.0
864,132641.0
864,132641.0
864,132641.0
865,42758.0
866,9303.0
867,23945.0
869,22479.0
870,9054.0
872,11985.0
875,410921.0
876,38955.0
879,11015.0
880,9306.0
881,12559.0
882,58770.0
885,3587.0
886,10723.0
888,19004.0
889,101230.0
891,10987.0
892,44705.0
893,20318.0
896,26933.0
897,27854.0
898,981.0
899,872.0
900,2769.0
901,13320.0
902,164.0
903,426.0
904,567.0
905,3078.0
906,13528.0
907,28288.0
908,213.0
909,284.0
910,239.0
911,4808.0
912,289.0
913,963.0
914,11113.0
915,6620.0
916,804.0
917,26531.0
918,909.0
919,630.0
920,770.0
921,31044.0
922,599.0
923,15.0
924,62.0
926,705.0
927,22490.0
928,223.0
929,25670.0
930,303.0
931,4174.0
932,8356.0
933,381.0
934,20758.0
935,29376.0
936,1859.0
937,18299.0
938,17281.0
939,64382.0
940,10907.0
941,32093.0
942,1939.0
943,22292.0
944,3598.0
945,3080.0
946,198.0
947,13562.0
948,1712.0
949,220.0
950,3529.0
951,3085.0
952,2897.0
953,1585.0
954,3083.0
955,900.0
956,43795.0
957,85638.0
960,22688.0
961,23114.0
962,26378.0
963,40206.0
964,22356.0
965,260.0
966,43488.0
968,10331.0
969,488.0
970,22733.0
971,261.0
972,57575.0
973,32574.0
976,22649.0
976,22649.0
976,22649.0
976,22649.0
976,22649.0
976,22649.0
976,22649.0
976,22649.0
980,39448.0
981,52855.0
982,39940.0
984,85328.0
986,11076.0
987,63945.0
988,58985.0
990,10861.0
991,1770.0
992,44465.0
994,18203.0
996,9333.0
997,47260.0
998,9400.0
999,9401.0
1003,11306.0
1004,9625.0
1005,10680.0
1006,6346.0
1007,18660.0
1008,35115.0
1009,14821.0
1010,14136.0
1011,10869.0
1012,22660.0
1013,19186.0
1014,31102.0
1015,6878.0
1016,15944.0
1017,18444.0
1018,20723.0
1019,173.0
1020,864.0
1021,24795.0
1022,11224.0
1023,81310.0
1024,15947.0
1025,9078.0
1026,29682.0
1027,8367.0
1028,433.0
1029,11360.0
1030,11114.0
1031,12335.0
1032,12092.0
1033,10948.0
1034,11229.0
1035,15121.0
1036,562.0
1037,10163.0
1040,47199.0
1041,11159.0
1042,9591.0
1043,30500.0
1044,41843.0
1046,10938.0
1047,11412.0
1049,10586.0
1050,42314.0
1051,27845.0
1053,23223.0
1054,49471.0
1055,38153.0
1056,25147.0
1057,9716.0
1059,454.0
1060,10218.0
1061,819.0
1063,56830.0
1064,11238.0
1066,31530.0
1067,66473.0
1068,28120.0
1069,1834.0
1073,252.0
1076,16372.0
1077,11561.0
1078,11302.0
1079,623.0
1080,583.0
1081,12614.0
1082,21711.0
1083,11575.0
1084,475.0
1085,11331.0
1086,521.0
1087,21202.0
1088,88.0
1089,500.0
1090,792.0
1091,8491.0
1092,402.0
1093,10537.0
1094,11386.0
1095,9504.0
1096,15764.0
1097,601.0
1099,25842.0
1100,2119.0
1101,744.0
1103,221.0
1104,702.0
1105,25750.0
1111,9305.0
1112,37616.0
1113,11112.0
1114,21612.0
1120,1630.0
1123,124837.0
1124,11816.0
1125,11843.0
1126,10379.0
1127,2756.0
1128,790.0
1129,1103.0
1130,11298.0
1131,4480.0
1132,4481.0
1135,10765.0
1136,762.0
1137,44497.0
1145,79306.0
1147,10548.0
1148,531.0
1150,4483.0
1151,18919.0
1152,31556.0
1153,26167.0
1154,26174.0
1161,659.0
1162,30892.0
1163,86369.0
1164,8074.0
1165,124676.0
1167,38554.0
1168,49763.0
1169,41326.0
1171,10608.0
1172,11216.0
1173,7452.0
1174,64567.0
1175,892.0
1176,1600.0
1177,26561.0
1178,975.0
1179,18129.0
1180,54405.0
1181,150823.0
1183,409.0
1184,38251.0
1185,10161.0
1186,1412.0
1187,41768.0
1188,10409.0
1189,14285.0
1190,2469.0
1191,10174.0
1192,31225.0
1193,510.0
1194,11455.0
1196,1891.0
1197,2493.0
1198,85.0
1199,68.0
1200,679.0
1201,429.0
1202,13446.0
1203,389.0
1204,947.0
1206,185.0
1207,595.0
1208,28.0
1209,335.0
1210,1892.0
1211,144.0
1212,1092.0
1213,769.0
1214,348.0
1215,766.0
1216,175.0
1217,11645.0
1218,10835.0
1219,539.0
1220,525.0
1221,240.0
1222,600.0
1223,530.0
1224,10705.0
1225,279.0
1226,3109.0
1227,311.0
1228,1578.0
1230,703.0
1231,9549.0
1232,1398.0
1233,387.0
1234,9277.0
1235,343.0
1236,37291.0
1237,490.0
1238,11235.0
1240,218.0
1241,763.0
1242,9665.0
1243,18971.0
1244,696.0
1245,379.0
1246,207.0
1247,37247.0
1248,1480.0
1249,9322.0
1250,826.0
1251,422.0
1252,829.0
1253,828.0
1254,3090.0
1255,9964.0
1256,3063.0
1257,13667.0
1258,694.0
1259,235.0
1260,832.0
1261,765.0
1262,5925.0
1263,11778.0
1264,4485.0
1265,137.0
1266,33.0
1267,982.0
1268,8428.0
1269,212.0
1270,105.0
1271,1633.0
1272,11202.0
1273,1554.0
1274,149.0
1275,8009.0
1276,903.0
1277,11673.0
1278,3034.0
1279,339.0
1280,10404.0
1281,914.0
1282,756.0
1283,288.0
1284,910.0
1285,2640.0
1286,16633.0
1287,665.0
1288,11031.0
1289,11314.0
1290,15143.0
1291,89.0
1292,10322.0
1293,783.0
1295,10644.0
1296,11257.0
1297,14370.0
1298,12104.0
1299,625.0
1300,8816.0
1301,830.0
1302,2323.0
1303,983.0
1304,642.0
1305,655.0
1306,10341.0
1307,639.0
1310,30180.0
1311,31388.0
1312,41801.0
1317,61536.0
1320,8077.0
1321,814.0
1322,41671.0
1323,27214.0
1324,52263.0
1325,33519.0
1326,16235.0
1327,11449.0
1328,41848.0
1329,25944.0
1330,24913.0
1331,49126.0
1332,32076.0
1333,571.0
1334,8851.0
1335,37843.0
1336,32146.0
1337,30346.0
1339,6114.0
1340,229.0
1341,13549.0
1342,9529.0
1343,1598.0
1344,11349.0
1345,7340.0
1346,6217.0
1347,377.0
1348,653.0
1349,28198.0
1350,794.0
1351,31640.0
1352,8744.0
1353,25189.0
1354,145.0
1355,2212.0
1356,199.0
1357,7863.0
1358,12498.0
1359,9279.0
1361,17204.0
1363,21539.0
1365,12709.0
1366,20539.0
1367,11674.0
1369,64900.0
1370,1573.0
1371,152.0
1372,174.0
1373,172.0
1374,154.0
1375,157.0
1376,168.0
1377,364.0
1378,11967.0
1379,9086.0
1380,621.0
1381,9037.0
1382,10173.0
1384,168535.0
1385,8845.0
1387,578.0
1388,579.0
1389,17692.0
1390,17795.0
1391,75.0
1392,13891.0
1393,9390.0
1394,378.0
1395,10896.0
1396,2322.0
1397,41240.0
1398,26949.0
1399,9819.0
1401,31908.0
1404,46027.0
1405,3179.0
1406,1802.0
1407,4232.0
1408,9361.0
1409,2928.0
1410,30285.0
1411,10549.0
1413,18451.0
1414,27265.0
1415,49935.0
1416,8818.0
1417,36758.0
1419,36040.0
1420,74239.0
1422,9415.0
1423,55146.0
1425,12145.0
1427,34314.0
1428,2892.0
1429,9404.0
1430,85242.0
1431,9622.0
1432,8860.0
1433,197537.0
1437,14832.0
1438,9619.0
1440,31000.0
1441,4104.0
1442,26306.0
1444,43775.0
1445,14908.0
1446,784.0
1447,12489.0
1449,16448.0
1450,55936.0
1453,17894.0
1454,28059.0
1455,58911.0
1456,17949.0
1457,1968.0
1458,61563.0
1459,66.0
1460,20735.0
1461,11419.0
1463,25796.0
1464,638.0
1465,25624.0
1466,9366.0
1468,21915.0
1472,18420.0
1473,19952.0
1474,9446.0
1475,28005.0
1476,9403.0
1479,10003.0
1480,9311.0
1482,11844.0
1483,884.0
1484,49806.0
1485,1624.0
1487,16052.0
1488,4477.0
1489,24662.0
1490,18423.0
1493,76996.0
1495,6499.0
1497,9405.0
1498,12723.0
1499,9360.0
1500,9434.0
1501,118991.0
1502,21626.0
1503,13982.0
1504,93946.0
1507,77223.0
1508,31465.0
1513,9611.0
1515,10357.0
1516,9977.0
1517,816.0
1518,2163.0
1523,31017.0
1525,49478.0
1526,12499.0
1527,18.0
1529,1811.0
1531,109614.0
1532,60082.0
1535,64802.0
1537,11239.0
1539,15321.0
1541,2058.0
1542,9450.0
1543,125021.0
1544,330.0
1545,38523.0
1546,16375.0
1549,45671.0
1550,17770.0
1552,1701.0
1554,26422.0
1555,124642.0
1556,1639.0
1562,415.0
1563,47686.0
1564,65889.0
1566,11970.0
1569,8874.0
1570,17991.0
1571,11956.0
1572,266.0
1573,754.0
1575,43771.0
1580,607.0
1581,18080.0
1582,38225.0
1583,17834.0
1584,686.0
1586,4421.0
1587,9387.0
1588,10603.0
1589,2142.0
1590,8413.0
1591,10336.0
1592,20737.0
1593,9413.0
1594,14585.0
1595,18519.0
1596,49462.0
1597,8834.0
1598,9458.0
1599,8854.0
1600,38295.0
1601,22073.0
1602,37244.0
1603,4961.0
1604,9416.0
1605,26180.0
1606,17832.0
1608,9772.0
1609,6072.0
1610,1669.0
1611,468.0
1612,32519.0
1613,108401.0
1614,10806.0
1615,9433.0
1616,6623.0
1617,2118.0
1619,978.0
1620,9437.0
1621,29461.0
1623,10351.0
1624,66588.0
1625,2649.0
1626,14289.0
1627,10155.0
1629,20457.0
1631,18355.0
1632,33657.0
1633,55306.0
1635,68924.0
1636,36434.0
1639,2255.0
1640,28353.0
1641,9427.0
1642,172545.0
1643,17589.0
1644,3597.0
1645,1813.0
1646,36797.0
1647,12628.0
1648,33344.0
1649,25099.0
1652,62422.0
1653,782.0
1654,29911.0
1655,9827.0
1657,251481.0
1658,8067.0
1660,45153.0
1661,10871.0
1663,10890.0
1665,1281.0
1667,9770.0
1668,12616.0
1669,34838.0
1670,14905.0
1671,14583.0
1672,11975.0
1673,4995.0
1674,9281.0
1676,563.0
1678,19931.0
1680,10215.0
1681,9823.0
1682,37165.0
1683,45609.0
1684,38904.0
1686,9407.0
1687,4824.0
1688,9444.0
1689,9414.0
1690,8078.0
1692,29938.0
1693,11831.0
1694,2895.0
1696,19601.0
1699,22797.0
1701,2639.0
1702,9574.0
1703,10371.0
1704,489.0
1707,9714.0
1711,8197.0
1713,6283.0
1715,49728.0
1717,4233.0
1719,10217.0
1721,597.0
1722,714.0
1726,9922.0
1727,547.0
1728,25994.0
1729,184.0
1730,9746.0
1731,9438.0
1732,115.0
1733,26941.0
1734,27103.0
1735,9410.0
1739,32302.0
1744,41417.0
1746,12538.0
1747,586.0
1748,2666.0
1750,54007.0
1752,11258.0
1753,9490.0
1754,9411.0
1755,25719.0
1756,9033.0
1757,11220.0
1759,21253.0
1760,6116.0
1762,9457.0
1767,39424.0
1769,11702.0
1771,12238.0
1772,11568.0
1777,11003.0
1779,10153.0
1783,30949.0
1784,2898.0
1785,9558.0
1788,320011.0
1791,26269.0
1792,11808.0
1794,47452.0
1795,18205.0
1796,36943.0
1797,21736.0
1798,17941.0
1799,10668.0
1801,9313.0
1804,42807.0
1805,617.0
1806,36568.0
1807,37272.0
1809,5910.0
1810,9440.0
1812,32911.0
1816,32456.0
1819,62695.0
1821,17127.0
1822,40688.0
1824,17133.0
1826,17644.0
1827,1774.0
1831,2157.0
1833,8838.0
1834,29193.0
1835,795.0
1836,16980.0
1837,27472.0
1839,47881.0
1840,9469.0
1841,12488.0
1844,267.0
1845,16148.0
1846,21252.0
1848,9449.0
1852,215373.0
1854,15513.0
1855,31220.0
1856,13907.0
1858,10622.0
1859,30020.0
1860,17139.0
1861,34582.0
1862,10216.0
1863,9771.0
1864,24560.0
1865,76330.0
1866,9448.0
1870,78373.0
1873,4415.0
1874,39467.0
1875,55561.0
1876,8656.0
1878,58680.0
1880,35796.0
1881,18937.0
1882,929.0
1883,9452.0
1884,1878.0
1885,9844.0
1886,40505.0
1887,14342.0
1888,9715.0
1889,26610.0
1891,40961.0
1892,1965.0
1894,6068.0
1895,15037.0
1896,50043.0
1897,37636.0
1900,21334.0
1901,416437.0
1902,32284.0
1903,51955.0
1904,37410.0
1907,10674.0
1909,846.0
1910,12655.0
1911,3050.0
1912,1389.0
1913,11020.0
1914,20862.0
1916,9464.0
1917,95.0
1918,944.0
1919,35680.0
1920,11551.0
1921,473.0
1922,102304.0
1923,544.0
1924,10513.0
1925,28966.0
1926,65203.0
1927,143.0
1928,42861.0
1929,33680.0
1931,12311.0
1932,43277.0
1933,43278.0
1934,34106.0
1935,43266.0
1936,27367.0
1937,17661.0
1938,28580.0
1939,887.0
1940,33667.0
1941,23383.0
1942,25430.0
1943,27191.0
1944,11426.0
1945,654.0
1946,15919.0
1947,1725.0
1948,5769.0
1949,874.0
1950,10633.0
1951,17917.0
1952,3116.0
1953,1051.0
1954,1366.0
1955,12102.0
1956,16619.0
1957,9443.0
1958,11050.0
1959,606.0
1960,746.0
1961,380.0
1962,403.0
1963,11485.0
1964,466.0
1965,13820.0
1966,15389.0
1967,13597.0
1968,2108.0
1969,10014.0
1970,10072.0
1971,10131.0
1972,10160.0
1973,11284.0
1974,4488.0
1975,9725.0
1976,9728.0
1977,9730.0
1978,9731.0
1979,10225.0
1980,10281.0
1981,10283.0
1982,948.0
1983,11281.0
1984,10676.0
1985,11357.0
1986,11361.0
1987,36599.0
1988,39929.0
1989,41828.0
1990,41769.0
1991,10585.0
1992,11186.0
1993,11187.0
1994,609.0
1995,11133.0
1996,10306.0
1997,9552.0
1998,11586.0
1999,11587.0
2000,941.0
2001,942.0
2002,943.0
2003,927.0
2004,928.0
2005,9340.0
2006,9342.0
2007,38509.0
2008,60033.0
2009,12101.0
2010,19.0
2011,165.0
2012,196.0
2013,551.0
2014,16084.0
2015,17984.0
2016,22328.0
2017,32611.0
2018,3170.0
2019,346.0
2020,859.0
2021,841.0
2022,11051.0
2023,242.0
2024,1411.0
2025,9769.0
2026,9424.0
2027,9835.0
2028,857.0
2029,17539.0
2031,22777.0
2032,20173.0
2033,10957.0
2034,9570.0
2035,16249.0
2036,13962.0
2037,14612.0
2038,19378.0
2039,65157.0
2040,29228.0
2041,19379.0
2042,11164.0
2043,18887.0
2044,40866.0
2045,24736.0
2046,10122.0
2047,24816.0
2048,9994.0
2049,25445.0
2050,12129.0
2051,14140.0
2052,10439.0
2053,11158.0
2054,9354.0
2055,28736.0
2056,34774.0
2057,37969.0
2058,9631.0
2059,9820.0
2060,14013.0
2062,96196.0
2063,98505.0
2064,1779.0
2065,10849.0
2066,678.0
2067,907.0
2068,5961.0
2069,47908.0
2070,42121.0
2071,2887.0
2072,11974.0
2073,20348.0
2074,26648.0
2075,11911.0
2076,793.0
2077,35144.0
2078,9325.0
2079,43037.0
2080,10340.0
2081,10144.0
2082,10414.0
2083,10437.0
2084,15300.0
2085,12230.0
2086,13380.0
2087,10693.0
2088,11335.0
2089,11135.0
2090,11319.0
2091,14822.0
2092,15969.0
2093,13155.0
2094,10249.0
2095,15943.0
2096,10882.0
2097,24808.0
2098,19762.0
2099,13850.0
2100,2619.0
2101,65158.0
2102,53565.0
2103,41841.0
2104,27332.0
2105,97.0
2106,10419.0
2107,11675.0
2108,2107.0
2109,6471.0
2110,9442.0
2111,11591.0
2112,13697.0
2113,19158.0
2114,227.0
2115,87.0
2116,123.0
2117,9314.0
2118,11336.0
2119,9980.0
2120,10657.0
2121,10489.0
2122,10823.0
2123,11497.0
2124,2907.0
2125,9454.0
2126,8688.0
2128,16155.0
2130,23954.0
2131,12761.0
2132,396.0
2133,14367.0
2134,11814.0
2135,16081.0
2136,18331.0
2137,15171.0
2138,11837.0
2139,11704.0
2140,11639.0
2141,4978.0
2142,10380.0
2143,11976.0
2144,15144.0
2145,11522.0
2146,11557.0
2147,13853.0
2148,11415.0
2149,37530.0
2150,8393.0
2151,11937.0
2152,21661.0
2153,9320.0
2154,33644.0
2155,14662.0
2159,10692.0
2160,805.0
2161,34584.0
2162,34636.0
2163,2182.0
2164,28070.0
2165,77469.0
2166,10278.0
2167,36647.0
2168,17915.0
2169,14557.0
2170,9417.0
2171,41469.0
2173,34637.0
2174,4011.0
2176,1580.0
2177,5854.0
2178,573.0
2180,5780.0
2181,506.0
2182,22527.0
2183,574.0
2184,11219.0
2186,845.0
2187,1978.0
2188,3682.0
2189,51942.0
2190,46702.0
2191,54795.0
2193,847.0
2194,117.0
2195,14577.0
2197,38621.0
2200,4175.0
2201,31667.0
2202,13321.0
2203,21734.0
2204,31997.0
2205,24197.0
2206,11462.0
2207,31995.0
2208,940.0
2210,12684.0
2212,8208.0
2214,15007.0
2215,36049.0
2219,31930.0
2221,543.0
2227,2760.0
2231,10220.0
2232,431.0
2236,22796.0
2237,22256.0
2238,37550.0
2239,37916.0
2240,21873.0
2241,21500.0
2243,12626.0
2244,37818.0
2245,3525.0
2246,129628.0
2247,2321.0
2248,2028.0
2249,16384.0
2250,91217.0
2252,10699.0
2253,11597.0
2254,218624.0
2255,47947.0
2256,48311.0
2257,44772.0
2259,14347.0
2260,41090.0
2261,18282.0
2262,18169.0
2263,11082.0
2264,5971.0
2265,11933.0
2266,20096.0
2267,30815.0
2268,881.0
2269,4478.0
2271,22318.0
2272,53113.0
2273,2109.0
2275,24746.0
2276,72987.0
2278,8195.0
2279,9877.0
2280,26618.0
2282,11855.0
2283,24016.0
2284,14785.0
2285,14794.0
2286,3486.0
2287,11071.0
2288,1091.0
2289,10403.0
2290,11337.0
2291,162.0
2292,25723.0
2294,8916.0
2295,28134.0
2296,9429.0
2297,12159.0
2300,30197.0
2301,10156.0
2302,10377.0
2303,3121.0
2304,4975.0
2305,37532.0
2306,9713.0
2307,134368.0
2310,9821.0
2311,4437.0
2312,1890.0
2313,1955.0
2314,39437.0
2315,11932.0
2316,6435.0
2318,10683.0
2320,9445.0
2321,2657.0
2322,9425.0
2323,32326.0
2324,637.0
2325,8675.0
2327,20701.0
2328,9945.0
2329,73.0
2330,18603.0
2331,46889.0
2333,3033.0
2334,9882.0
2335,10663.0
2336,4518.0
2337,1808.0
2338,3600.0
2339,17037.0
2340,297.0
2342,21589.0
2344,11893.0
2345,123056.0
2346,12223.0
2347,32081.0
2348,14924.0
2349,10002.0
2350,41817.0
2351,19426.0
2352,12560.0
2353,9798.0
2354,14444.0
2355,9487.0
2356,9466.0
2357,666.0
2359,10162.0
2360,309.0
